NodeName,SecurityClass,Confidentiality,Integrity,Availability,ServicePackage,ArchitectyreType
Emergency Management Center,Class 1,Low,Low,Moderate,Dynamic Message Signs,Physical
Other ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,Dynamic Message Signs,Physical
Media,Class 1,Low,Low,Moderate,Dynamic Message Signs,Physical
Driver,,,,,Advisory Radio,Physical
Traffic Management Center,Class 2,Moderate,Moderate,Moderate,Advisory Radio,Physical
Maint and Constr Management Center,Class 1,Low,Low,Moderate,Advisory Radio,Physical
ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,Advisory Radio,Physical
Transportation Information Center,Class 1,Low,Low,Moderate,Advisory Radio,Physical
Transit Management Center,Class 1,Low,Low,Moderate,Advisory Radio,Physical
Traffic Operations Personnel,,,,,Advisory Radio,Physical
Emergency Management Center,Class 1,Low,Low,Moderate,Advisory Radio,Physical
Other ITS Roadway Equipment,Class 2,Moderate,Moderate,Low,Advisory Radio,Physical
Media,Class 1,Low,Low,Moderate,Advisory Radio,Physical
Basic Vehicle,Class 1,Not Applicable,Low,Low,Advisory Radio,Physical
Driver,,,,,Traditional ITS Queue Warning,Physical
Traffic Management Center,Class 3,Moderate,High,Moderate,Traditional ITS Queue Warning,Physical
ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,Traditional ITS Queue Warning,Physical
Transportation Information Center,Class 1,Low,Low,Moderate,Traditional ITS Queue Warning,Physical
Traffic Operations Personnel,,,,,Traditional ITS Queue Warning,Physical
Other Traffic Management Centers,Class 1,Low,Moderate,Moderate,Traditional ITS Queue Warning,Physical
Vehicle Characteristics,,,,,Traditional ITS Queue Warning,Physical
Roadway Environment,Class 1,Not Applicable,Low,Low,Traditional ITS Queue Warning,Physical
Driver,,,,,WAW Queue Warning,Physical
Vehicle,Class 2,Moderate,Moderate,Moderate,WAW Queue Warning,Physical
Traffic Management Center,Class 2,Moderate,Moderate,Moderate,WAW Queue Warning,Physical
ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,WAW Queue Warning,Physical
Transportation Information Center,Class 2,Moderate,Moderate,Moderate,WAW Queue Warning,Physical
Traffic Operations Personnel,,,,,WAW Queue Warning,Physical
Other Traffic Management Centers,Class 1,Low,Moderate,Moderate,WAW Queue Warning,Physical
Vehicle Characteristics,,,,,WAW Queue Warning,Physical
Roadway Environment,Class 1,Not Applicable,Low,Low,WAW Queue Warning,Physical
Driver,,,,,C-ITS Queue Warning,Physical
Vehicle,Class 3,Low,High,Moderate,C-ITS Queue Warning,Physical
Other Vehicles,Class 3,Low,High,Moderate,C-ITS Queue Warning,Physical
Traffic Management Center,Class 3,Moderate,High,Moderate,C-ITS Queue Warning,Physical
ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,C-ITS Queue Warning,Physical
Connected Vehicle Roadside Equipment,Class 2,Moderate,Moderate,Moderate,C-ITS Queue Warning,Physical
Transportation Information Center,Class 1,Low,Low,Moderate,C-ITS Queue Warning,Physical
Traffic Operations Personnel,,,,,C-ITS Queue Warning,Physical
Other Traffic Management Centers,Class 1,Low,Moderate,Moderate,C-ITS Queue Warning,Physical
Basic Vehicle,,,,,C-ITS Queue Warning,Physical
Vehicle Characteristics,,,,,C-ITS Queue Warning,Physical
Roadway Environment,Class 1,Not Applicable,Low,Low,C-ITS Queue Warning,Physical
Driver,,,,,Traditional Reduced Speed Warning,Physical
Traffic Management Center,Class 3,Moderate,High,Moderate,Traditional Reduced Speed Warning,Physical
Maint and Constr Management Center,Class 3,Moderate,High,Moderate,Traditional Reduced Speed Warning,Physical
ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,Traditional Reduced Speed Warning,Physical
Vehicle Characteristics,,,,,Traditional Reduced Speed Warning,Physical
Driver,,,,,WAW Reduced Speed Warning,Physical
Vehicle,Class 1,Low,Low,Moderate,WAW Reduced Speed Warning,Physical
Traffic Management Center,Class 3,Moderate,High,Moderate,WAW Reduced Speed Warning,Physical
Maint and Constr Management Center,Class 3,Moderate,High,Moderate,WAW Reduced Speed Warning,Physical
ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,WAW Reduced Speed Warning,Physical
Transportation Information Center,Class 1,Low,Moderate,Moderate,WAW Reduced Speed Warning,Physical
Basic Vehicle,,,,,WAW Reduced Speed Warning,Physical
Vehicle Characteristics,,,,,WAW Reduced Speed Warning,Physical
Driver,,,,,C-ITS Reduced Speed Warning,Physical
Vehicle,Class 1,Low,Moderate,Moderate,C-ITS Reduced Speed Warning,Physical
Traffic Management Center,Class 3,Moderate,High,Moderate,C-ITS Reduced Speed Warning,Physical
Maint and Constr Management Center,Class 3,Moderate,High,Moderate,C-ITS Reduced Speed Warning,Physical
ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,C-ITS Reduced Speed Warning,Physical
Connected Vehicle Roadside Equipment,Class 2,Moderate,Moderate,Moderate,C-ITS Reduced Speed Warning,Physical
Basic Vehicle,,,,,C-ITS Reduced Speed Warning,Physical
Vehicle Characteristics,,,,,C-ITS Reduced Speed Warning,Physical
Traffic Management Center,Class 2,Moderate,Moderate,Moderate,Environmental Sensor Stations,Physical
Maint and Constr Management Center,Class 2,Moderate,Moderate,Moderate,Environmental Sensor Stations,Physical
ITS Roadway Equipment,Class 3,Moderate,High,Moderate,Environmental Sensor Stations,Physical
Transportation Information Center,Class 3,Low,High,Moderate,Environmental Sensor Stations,Physical
Traffic Operations Personnel,,,,,Environmental Sensor Stations,Physical
Weather Service System,Class 1,Low,Moderate,Moderate,Environmental Sensor Stations,Physical
Surface Transportation Weather Service,Class 1,Low,Moderate,Moderate,Environmental Sensor Stations,Physical
Maint and Constr Center Personnel,,,,,Environmental Sensor Stations,Physical
Roadway Environment,Class 1,Not Applicable,Low,Low,Environmental Sensor Stations,Physical
Traffic Management Center,Class 1,Low,Moderate,Moderate,Maint and Constr Vehicle Reported,Physical
Maint and Constr Management Center,Class 3,Moderate,High,Moderate,Maint and Constr Vehicle Reported,Physical
ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,Maint and Constr Vehicle Reported,Physical
Transportation Information Center,Class 3,Low,High,Moderate,Maint and Constr Vehicle Reported,Physical
Traffic Operations Personnel,,,,,Maint and Constr Vehicle Reported,Physical
Weather Service System,Class 1,Low,Moderate,Moderate,Maint and Constr Vehicle Reported,Physical
Surface Transportation Weather Service,Class 1,Low,Moderate,Moderate,Maint and Constr Vehicle Reported,Physical
Maint and Constr Vehicle OBE,Class 2,Moderate,Moderate,Moderate,Maint and Constr Vehicle Reported,Physical
Maint and Constr Center Personnel,,,,,Maint and Constr Vehicle Reported,Physical
Roadway Environment,Class 1,Not Applicable,Low,Low,Maint and Constr Vehicle Reported,Physical
Vehicle,Class 1,Low,Moderate,Moderate,C-ITS Vehicle Reported,Physical
Traffic Management Center,Class 2,Moderate,Moderate,Moderate,C-ITS Vehicle Reported,Physical
Maint and Constr Management Center,Class 1,Low,Moderate,Moderate,C-ITS Vehicle Reported,Physical
Connected Vehicle Roadside Equipment,Class 2,Moderate,Moderate,Moderate,C-ITS Vehicle Reported,Physical
Transportation Information Center,Class 3,Low,High,Moderate,C-ITS Vehicle Reported,Physical
Traffic Operations Personnel,,,,,C-ITS Vehicle Reported,Physical
Weather Service System,Class 1,Low,Moderate,Moderate,C-ITS Vehicle Reported,Physical
Surface Transportation Weather Service,Class 1,Low,Moderate,Moderate,C-ITS Vehicle Reported,Physical
Maint and Constr Center Personnel,,,,,C-ITS Vehicle Reported,Physical
Roadway Environment,Class 1,Not Applicable,Low,Low,C-ITS Vehicle Reported,Physical
Driver,,,,,Vulnerable Road User Device Transition Support,Physical
Vehicle,Class 3,Low,High,Moderate,Vulnerable Road User Device Transition Support,Physical
Traveler,,,,,Vulnerable Road User Device Transition Support,Physical
Personal,Class 3,Low,High,Moderate,Vulnerable Road User Device Transition Support,Physical
Transportation Information Center,Class 2,Moderate,Moderate,Low,Vulnerable Road User Clustering,Physical
Personal Information Device,Class 3,Moderate,High,Moderate,Vulnerable Road User Clustering,Physical
Pedestrian,,,,,Vulnerable Road User Clustering,Physical
MMV User,,,,,Vulnerable Road User Clustering,Physical
Other PIDs,Class 3,Low,High,Moderate,Vulnerable Road User Clustering,Physical
Micromobility Vehicle OBE,Class 3,Moderate,High,Moderate,Vulnerable Road User Clustering,Physical
Other Micromobility Vehicle OBEs,Class 3,Low,High,Moderate,Vulnerable Road User Clustering,Physical
Maint and Constr Management Center,Class 5,Low,High,High,Personal Wayfinding,Physical
Transportation Information Center,Class 5,Moderate,Moderate,High,Personal Wayfinding,Physical
Personal Information Device,Class 2,Moderate,Moderate,Moderate,Personal Wayfinding,Physical
Transit Management Center,Class 1,Low,Moderate,Moderate,Personal Wayfinding,Physical
Alternate Mode Transportation Center,Class 1,Low,Moderate,Low,Personal Wayfinding,Physical
TIC Operator,,,,,Personal Wayfinding,Physical
Traveler,,,,,Personal Wayfinding,Physical
Traveler Support Equipment,Class 2,Moderate,Moderate,Moderate,Personal Wayfinding,Physical
Other Transportation Information Centers,Class 2,Moderate,Moderate,Moderate,Personal Wayfinding,Physical
MMV User,,,,,Personal Wayfinding,Physical
Micromobility Vehicle OBE,Class 2,Moderate,Moderate,Moderate,Personal Wayfinding,Physical
Personal Safety Device,Class 1,Low,Moderate,Moderate,Personal Wayfinding,Physical
Pathway Equipment,Class 2,Moderate,Moderate,Moderate,Personal Wayfinding,Physical
Pathway Communications Unit,Class 1,Not Applicable,Moderate,Low,Personal Wayfinding,Physical
Traffic Management Center,Class 3,Moderate,High,Moderate,One-Way Convoy Driving,Physical
Maint and Constr Management Center,Class 2,Moderate,Moderate,Moderate,One-Way Convoy Driving,Physical
ITS Roadway Equipment,Class 2,Moderate,Moderate,Moderate,One-Way Convoy Driving,Physical
Transportation Information Center,Class 2,Moderate,Moderate,Moderate,One-Way Convoy Driving,Physical
Personal Information Device,Class 2,Moderate,Moderate,Moderate,One-Way Convoy Driving,Physical
Maint and Constr Vehicle OBE,Class 2,Moderate,Moderate,Moderate,One-Way Convoy Driving,Physical
Other MCV OBEs,Class 1,Low,Moderate,Low,One-Way Convoy Driving,Physical
Maint and Constr Vehicle Operator,,,,,One-Way Convoy Driving,Physical
Light Vehicle OBE,Class 2,Moderate,Moderate,Moderate,One-Way Convoy Driving,Physical
Light Vehicle Driver,,,,,One-Way Convoy Driving,Physical
Personal Information Device,Class 5,High,High,High,Account-based,Physical
Transit Management Center,Class 4,High,High,Moderate,Account-based,Physical
Transit Vehicle OBE,Class 5,Moderate,Moderate,High,Account-based,Physical
Financial Center,Class 2,Moderate,Moderate,Moderate,Account-based,Physical
Payment Administration Center,Class 5,High,High,High,Account-based,Physical
ITS Roadway Payment Equipment,Class 5,Moderate,Moderate,High,Account-based,Physical
Payment Device,Class 5,Moderate,Moderate,High,Account-based,Physical
Other Payment Administration Centers,Class 3,Moderate,High,Moderate,Account-based,Physical
Parking Area Equipment,Class 5,Moderate,Moderate,High,Account-based,Physical
Traveler Support Equipment,Class 5,Moderate,Moderate,High,Account-based,Physical
Parking Management Center,Class 4,High,High,Moderate,Account-based,Physical
Shared Use Transportation Center,Class 2,Moderate,Moderate,Moderate,Account-based,Physical
Eligibility Certification Management System,Class 2,Moderate,Moderate,Moderate,Account-based,Physical
Light Vehicle OBE,Class 5,High,High,High,Account-based,Physical
Transportation Information Center,Class 2,Moderate,Moderate,Moderate,Card-based,Physical
Transit Management Center,Class 2,Moderate,Moderate,Moderate,Card-based,Physical
Transit Vehicle OBE,Class 5,Moderate,Moderate,High,Card-based,Physical
Financial Center,Class 2,Moderate,Moderate,Moderate,Card-based,Physical
Payment Administration Center,Class 3,Moderate,High,Moderate,Card-based,Physical
ITS Roadway Payment Equipment,Class 5,Moderate,Moderate,High,Card-based,Physical
Payment Device,Class 5,Moderate,Moderate,High,Card-based,Physical
Other Payment Administration Centers,Class 3,Moderate,High,Moderate,Card-based,Physical
Parking Area Equipment,Class 5,Moderate,Moderate,High,Card-based,Physical
Traveler Support Equipment,Class 5,Moderate,Moderate,High,Card-based,Physical
Parking Management Center,Class 2,Moderate,Moderate,Moderate,Card-based,Physical
Shared Use Transportation Center,Class 2,Moderate,Moderate,Moderate,Card-based,Physical
Eligibility Certification Management System,Class 2,Moderate,Moderate,Moderate,Card-based,Physical
Light Vehicle OBE,Class 5,Moderate,Moderate,High,Card-based,Physical
Personal Information Device,Class 5,High,High,High,"Account-based, personal transport and shared use",Physical
Financial Center,Class 2,Moderate,Moderate,Moderate,"Account-based, personal transport and shared use",Physical
Payment Administration Center,Class 5,High,High,High,"Account-based, personal transport and shared use",Physical
ITS Roadway Payment Equipment,Class 5,Moderate,Moderate,High,"Account-based, personal transport and shared use",Physical
Payment Device,Class 5,Moderate,Moderate,High,"Account-based, personal transport and shared use",Physical
Other Payment Administration Centers,Class 3,Moderate,High,Moderate,"Account-based, personal transport and shared use",Physical
Parking Area Equipment,Class 5,Moderate,Moderate,High,"Account-based, personal transport and shared use",Physical
Traveler Support Equipment,Class 5,Moderate,Moderate,High,"Account-based, personal transport and shared use",Physical
Parking Management Center,Class 4,High,High,Moderate,"Account-based, personal transport and shared use",Physical
Shared Use Transportation Center,Class 2,Moderate,Moderate,Moderate,"Account-based, personal transport and shared use",Physical
Eligibility Certification Management System,Class 2,Moderate,Moderate,Moderate,"Account-based, personal transport and shared use",Physical
Light Vehicle OBE,Class 5,High,High,High,"Account-based, personal transport and shared use",Physical
Personal Information Device,Class 5,High,High,High,Account-based with all modes,Physical
Transit Management Center,Class 4,High,High,Moderate,Account-based with all modes,Physical
Transit Vehicle OBE,Class 5,Moderate,Moderate,High,Account-based with all modes,Physical
Financial Center,Class 2,Moderate,Moderate,Moderate,Account-based with all modes,Physical
Payment Administration Center,Class 5,High,High,High,Account-based with all modes,Physical
ITS Roadway Payment Equipment,Class 5,Moderate,Moderate,High,Account-based with all modes,Physical
Payment Device,Class 5,Moderate,Moderate,High,Account-based with all modes,Physical
Other Payment Administration Centers,Class 3,Moderate,High,Moderate,Account-based with all modes,Physical
Parking Area Equipment,Class 5,Moderate,Moderate,High,Account-based with all modes,Physical
Traveler Support Equipment,Class 5,Moderate,Moderate,High,Account-based with all modes,Physical
Parking Management Center,Class 4,High,High,Moderate,Account-based with all modes,Physical
Shared Use Transportation Center,Class 2,Moderate,Moderate,Moderate,Account-based with all modes,Physical
Eligibility Certification Management System,Class 2,Moderate,Moderate,Moderate,Account-based with all modes,Physical
Light Vehicle OBE,Class 5,High,High,High,Account-based with all modes,Physical
Transportation Information Center,Class 2,Moderate,Moderate,Moderate,Pay-as-you-go,Physical
Personal Information Device,Class 4,High,High,Moderate,Pay-as-you-go,Physical
Transit Management Center,Class 2,Moderate,Moderate,Moderate,Pay-as-you-go,Physical
Transit Vehicle OBE,Class 5,Moderate,Moderate,High,Pay-as-you-go,Physical
Financial Center,Class 2,Moderate,Moderate,Moderate,Pay-as-you-go,Physical
Payment Administration Center,Class 4,High,High,Moderate,Pay-as-you-go,Physical
ITS Roadway Payment Equipment,Class 5,Moderate,Moderate,High,Pay-as-you-go,Physical
Payment Device,Class 5,Moderate,Moderate,High,Pay-as-you-go,Physical
Other Payment Administration Centers,Class 3,Moderate,High,Moderate,Pay-as-you-go,Physical
Parking Area Equipment,Class 5,Moderate,Moderate,High,Pay-as-you-go,Physical
Traveler Support Equipment,Class 5,Moderate,Moderate,High,Pay-as-you-go,Physical
